county,office,district,party,candidate,votes,state
OSBORNE,Governor,,Republican,"Brownback, Sam",919,KS
OTTAWA,Governor,,Democratic,"Davis, Paul",677,KS
OTTAWA,Governor,,Libertarian,"Umbehr, Keen A.",171,KS
OTTAWA,Governor,,Republican,"Brownback, Sam",1500,KS
PAWNEE,Governor,,Democratic,"Davis, Paul",938,KS
PAWNEE,Governor,,Libertarian,"Umbehr, Keen A.",81,KS
PAWNEE,Governor,,Republican,"Brownback, Sam",1126,KS
PHILLIPS,Governor,,Democratic,"Davis, Paul",633,KS
PHILLIPS,Governor,,Libertarian,"Umbehr, Keen A.",138,KS
PHILLIPS,Governor,,Republican,"Brownback, Sam",1753,KS
POTTAWATOMIE,Governor,,Democratic,"Davis, Paul",2633,KS
POTTAWATOMIE,Governor,,Libertarian,"Umbehr, Keen A.",470,KS
POTTAWATOMIE,Governor,,Republican,"Brownback, Sam",4989,KS
PRATT,Governor,,Democratic,"Davis, Paul",1298,KS
PRATT,Governor,,Libertarian,"Umbehr, Keen A.",133,KS
PRATT,Governor,,Republican,"Brownback, Sam",1719,KS
RAWLINS,Governor,,Democratic,"Davis, Paul",242,KS
RAWLINS,Governor,,Libertarian,"Umbehr, Keen A.",44,KS
RAWLINS,Governor,,Republican,"Brownback, Sam",872,KS
RENO,Governor,,Democratic,"Davis, Paul",8478,KS
RENO,Governor,,Libertarian,"Umbehr, Keen A.",819,KS
RENO,Governor,,Republican,"Brownback, Sam",9772,KS
REPUBLIC,Governor,,Democratic,"Davis, Paul",615,KS
REPUBLIC,Governor,,Libertarian,"Umbehr, Keen A.",111,KS
REPUBLIC,Governor,,Republican,"Brownback, Sam",1290,KS
RICE,Governor,,Democratic,"Davis, Paul",1064,KS
RICE,Governor,,Libertarian,"Umbehr, Keen A.",144,KS
RICE,Governor,,Republican,"Brownback, Sam",1769,KS
RILEY,Governor,,Democratic,"Davis, Paul",8035,KS
RILEY,Governor,,Libertarian,"Umbehr, Keen A.",673,KS
RILEY,Governor,,Republican,"Brownback, Sam",6784,KS
ROOKS,Governor,,Democratic,"Davis, Paul",506,KS
ROOKS,Governor,,Libertarian,"Umbehr, Keen A.",106,KS
ROOKS,Governor,,Republican,"Brownback, Sam",1416,KS
RUSH,Governor,,Democratic,"Davis, Paul",452,KS
RUSH,Governor,,Libertarian,"Umbehr, Keen A.",66,KS
RUSH,Governor,,Republican,"Brownback, Sam",814,KS
RUSSELL,Governor,,Democratic,"Davis, Paul",867,KS
RUSSELL,Governor,,Libertarian,"Umbehr, Keen A.",134,KS
RUSSELL,Governor,,Republican,"Brownback, Sam",1581,KS
SALINE,Governor,,Democratic,"Davis, Paul",7830,KS
SALINE,Governor,,Libertarian,"Umbehr, Keen A.",1192,KS
SALINE,Governor,,Republican,"Brownback, Sam",8479,KS
SCOTT,Governor,,Democratic,"Davis, Paul",385,KS
SCOTT,Governor,,Libertarian,"Umbehr, Keen A.",72,KS
SCOTT,Governor,,Republican,"Brownback, Sam",1271,KS
SEWARD,Governor,,Democratic,"Davis, Paul",925,KS
SEWARD,Governor,,Libertarian,"Umbehr, Keen A.",145,KS
SEWARD,Governor,,Republican,"Brownback, Sam",2225,KS
SHERIDAN,Governor,,Democratic,"Davis, Paul",254,KS
SHERIDAN,Governor,,Libertarian,"Umbehr, Keen A.",32,KS
SHERIDAN,Governor,,Republican,"Brownback, Sam",776,KS
SHERMAN,Governor,,Democratic,"Davis, Paul",479,KS
SHERMAN,Governor,,Libertarian,"Umbehr, Keen A.",80,KS
SHERMAN,Governor,,Republican,"Brownback, Sam",1453,KS
SMITH,Governor,,Democratic,"Davis, Paul",509,KS
SMITH,Governor,,Libertarian,"Umbehr, Keen A.",84,KS
SMITH,Governor,,Republican,"Brownback, Sam",1135,KS
STAFFORD,Governor,,Democratic,"Davis, Paul",513,KS
STAFFORD,Governor,,Libertarian,"Umbehr, Keen A.",61,KS
STAFFORD,Governor,,Republican,"Brownback, Sam",950,KS
STANTON,Governor,,Democratic,"Davis, Paul",161,KS
STANTON,Governor,,Libertarian,"Umbehr, Keen A.",27,KS
STANTON,Governor,,Republican,"Brownback, Sam",521,KS
STEVENS,Governor,,Democratic,"Davis, Paul",419,KS
STEVENS,Governor,,Libertarian,"Umbehr, Keen A.",54,KS
STEVENS,Governor,,Republican,"Brownback, Sam",946,KS
SUMNER,Governor,,Democratic,"Davis, Paul",3146,KS
SUMNER,Governor,,Libertarian,"Umbehr, Keen A.",390,KS
SUMNER,Governor,,Republican,"Brownback, Sam",3814,KS
Sedgwick,Governor,,,Write-ins,137,KS
Sedgwick,Governor,,D,Paul Davis,66719,KS
Sedgwick,Governor,,L,Keen Umbehr,6187,KS
Sedgwick,Governor,,R,Sam Brownback,69868,KS
Shawnee,Governor,,D,Paul Davis,35826,KS
Shawnee,Governor,,L,Keen Umbehr,2482,KS
Shawnee,Governor,,R,Sam Brownback,23671,KS
THOMAS,Governor,,Democratic,"Davis, Paul",844,KS
THOMAS,Governor,,Libertarian,"Umbehr, Keen A.",119,KS
THOMAS,Governor,,Republican,"Brownback, Sam",1747,KS
TREGO,Governor,,Democratic,"Davis, Paul",376,KS
TREGO,Governor,,Libertarian,"Umbehr, Keen A.",51,KS
TREGO,Governor,,Republican,"Brownback, Sam",764,KS
WABAUNSEE,Governor,,Democratic,"Davis, Paul",912,KS
WABAUNSEE,Governor,,Libertarian,"Umbehr, Keen A.",515,KS
WABAUNSEE,Governor,,Republican,"Brownback, Sam",1443,KS
WALLACE,Governor,,Democratic,"Davis, Paul",93,KS
WALLACE,Governor,,Libertarian,"Umbehr, Keen A.",27,KS
WALLACE,Governor,,Republican,"Brownback, Sam",510,KS
WASHINGTON,Governor,,Democratic,"Davis, Paul",641,KS
WASHINGTON,Governor,,Libertarian,"Umbehr, Keen A.",103,KS
WASHINGTON,Governor,,Republican,"Brownback, Sam",1547,KS
WICHITA,Governor,,Democratic,"Davis, Paul",136,KS
WICHITA,Governor,,Libertarian,"Umbehr, Keen A.",31,KS
WICHITA,Governor,,Republican,"Brownback, Sam",596,KS
WILSON,Governor,,Democratic,"Davis, Paul",806,KS
WILSON,Governor,,Libertarian,"Umbehr, Keen A.",106,KS
WILSON,Governor,,Republican,"Brownback, Sam",1703,KS
WOODSON,Governor,,Democratic,"Davis, Paul",418,KS
WOODSON,Governor,,Libertarian,"Umbehr, Keen A.",47,KS
WOODSON,Governor,,Republican,"Brownback, Sam",613,KS
Wyandotte,Governor,,,Write-ins,21,KS
Wyandotte,Governor,,D,Paul Davis,18928,KS
Wyandotte,Governor,,L,Keen Umbehr,1054,KS
Wyandotte,Governor,,R,Sam Brownback,8802,KS
Aitkin,Governor,,DFL,MARK DAYTON AND TINA SMITH,3533,MN
Aitkin,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,126,MN
Aitkin,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,207,MN
Aitkin,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,46,MN
Aitkin,Governor,,R,JEFF JOHNSON AND BILL KUISLE,3319,MN
Aitkin,Governor,,WI,WRITE-IN**,1,MN
Anoka,Governor,,DFL,MARK DAYTON AND TINA SMITH,52062,MN
Anoka,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,1755,MN
Anoka,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,3433,MN
Anoka,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,1146,MN
Anoka,Governor,,R,JEFF JOHNSON AND BILL KUISLE,59250,MN
Anoka,Governor,,WI,WRITE-IN**,42,MN
Becker,Governor,,DFL,MARK DAYTON AND TINA SMITH,4738,MN
Becker,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,198,MN
Becker,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,388,MN
Becker,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,108,MN
Becker,Governor,,R,JEFF JOHNSON AND BILL KUISLE,6539,MN
Becker,Governor,,WI,WRITE-IN**,5,MN
Beltrami,Governor,,DFL,MARK DAYTON AND TINA SMITH,7819,MN
Beltrami,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,411,MN
Beltrami,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,469,MN
Beltrami,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,139,MN
Beltrami,Governor,,R,JEFF JOHNSON AND BILL KUISLE,6520,MN
Beltrami,Governor,,WI,WRITE-IN**,9,MN
Benton,Governor,,DFL,MARK DAYTON AND TINA SMITH,5246,MN
Benton,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,208,MN
Benton,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,526,MN
Benton,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,116,MN
Benton,Governor,,R,JEFF JOHNSON AND BILL KUISLE,6976,MN
Benton,Governor,,WI,WRITE-IN**,4,MN
Big Stone,Governor,,DFL,MARK DAYTON AND TINA SMITH,1065,MN
Big Stone,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,38,MN
Big Stone,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,62,MN
Big Stone,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,16,MN
Big Stone,Governor,,R,JEFF JOHNSON AND BILL KUISLE,930,MN
Big Stone,Governor,,WI,WRITE-IN**,1,MN
Blue Earth,Governor,,DFL,MARK DAYTON AND TINA SMITH,10107,MN
Blue Earth,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,442,MN
Blue Earth,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,756,MN
Blue Earth,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,241,MN
Blue Earth,Governor,,R,JEFF JOHNSON AND BILL KUISLE,8500,MN
Blue Earth,Governor,,WI,WRITE-IN**,8,MN
Brown,Governor,,DFL,MARK DAYTON AND TINA SMITH,3739,MN
Brown,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,93,MN
Brown,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,426,MN
Brown,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,59,MN
Brown,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4998,MN
Brown,Governor,,WI,WRITE-IN**,6,MN
Carlton,Governor,,DFL,MARK DAYTON AND TINA SMITH,8176,MN
Carlton,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,334,MN
Carlton,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,421,MN
Carlton,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,115,MN
Carlton,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4776,MN
Carlton,Governor,,WI,WRITE-IN**,5,MN
Carver,Governor,,DFL,MARK DAYTON AND TINA SMITH,13328,MN
Carver,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,393,MN
Carver,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,954,MN
Carver,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,286,MN
Carver,Governor,,R,JEFF JOHNSON AND BILL KUISLE,21842,MN
Carver,Governor,,WI,WRITE-IN**,12,MN
Cass,Governor,,DFL,MARK DAYTON AND TINA SMITH,5104,MN
Cass,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,243,MN
Cass,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,354,MN
Cass,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,97,MN
Cass,Governor,,R,JEFF JOHNSON AND BILL KUISLE,6432,MN
Cass,Governor,,WI,WRITE-IN**,4,MN
Chippewa,Governor,,DFL,MARK DAYTON AND TINA SMITH,2284,MN
Chippewa,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,71,MN
Chippewa,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,149,MN
Chippewa,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,33,MN
Chippewa,Governor,,R,JEFF JOHNSON AND BILL KUISLE,2116,MN
Chippewa,Governor,,WI,WRITE-IN**,1,MN
Chisago,Governor,,DFL,MARK DAYTON AND TINA SMITH,8380,MN
Chisago,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,323,MN
Chisago,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,649,MN
Chisago,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,178,MN
Chisago,Governor,,R,JEFF JOHNSON AND BILL KUISLE,10645,MN
Chisago,Governor,,WI,WRITE-IN**,5,MN
Clay,Governor,,DFL,MARK DAYTON AND TINA SMITH,9573,MN
Clay,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,330,MN
Clay,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,567,MN
Clay,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,201,MN
Clay,Governor,,R,JEFF JOHNSON AND BILL KUISLE,7139,MN
Clay,Governor,,WI,WRITE-IN**,6,MN
Clearwater,Governor,,DFL,MARK DAYTON AND TINA SMITH,1163,MN
Clearwater,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,44,MN
Clearwater,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,102,MN
Clearwater,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,24,MN
Clearwater,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1547,MN
Clearwater,Governor,,WI,WRITE-IN**,2,MN
Cook,Governor,,DFL,MARK DAYTON AND TINA SMITH,1769,MN
Cook,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,83,MN
Cook,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,90,MN
Cook,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,32,MN
Cook,Governor,,R,JEFF JOHNSON AND BILL KUISLE,919,MN
Cook,Governor,,WI,WRITE-IN**,3,MN
Cottonwood,Governor,,DFL,MARK DAYTON AND TINA SMITH,1823,MN
Cottonwood,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,65,MN
Cottonwood,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,144,MN
Cottonwood,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,31,MN
Cottonwood,Governor,,R,JEFF JOHNSON AND BILL KUISLE,2225,MN
Cottonwood,Governor,,WI,WRITE-IN**,0,MN
Crow Wing,Governor,,DFL,MARK DAYTON AND TINA SMITH,11290,MN
Crow Wing,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,506,MN
Crow Wing,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,752,MN
Crow Wing,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,244,MN
Crow Wing,Governor,,R,JEFF JOHNSON AND BILL KUISLE,14005,MN
Crow Wing,Governor,,WI,WRITE-IN**,13,MN
Dakota,Governor,,DFL,MARK DAYTON AND TINA SMITH,72052,MN
Dakota,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,1913,MN
Dakota,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,3897,MN
Dakota,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,1507,MN
Dakota,Governor,,R,JEFF JOHNSON AND BILL KUISLE,72714,MN
Dakota,Governor,,WI,WRITE-IN**,54,MN
Dodge,Governor,,DFL,MARK DAYTON AND TINA SMITH,2900,MN
Dodge,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,156,MN
Dodge,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,299,MN
Dodge,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,84,MN
Dodge,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4190,MN
Dodge,Governor,,WI,WRITE-IN**,2,MN
Douglas,Governor,,DFL,MARK DAYTON AND TINA SMITH,6028,MN
Douglas,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,197,MN
Douglas,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,484,MN
Douglas,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,104,MN
Douglas,Governor,,R,JEFF JOHNSON AND BILL KUISLE,8471,MN
Douglas,Governor,,WI,WRITE-IN**,4,MN
Faribault,Governor,,DFL,MARK DAYTON AND TINA SMITH,2297,MN
Faribault,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,75,MN
Faribault,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,208,MN
Faribault,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,40,MN
Faribault,Governor,,R,JEFF JOHNSON AND BILL KUISLE,2795,MN
Faribault,Governor,,WI,WRITE-IN**,0,MN
Fillmore,Governor,,DFL,MARK DAYTON AND TINA SMITH,3710,MN
Fillmore,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,139,MN
Fillmore,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,307,MN
Fillmore,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,81,MN
Fillmore,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4058,MN
Fillmore,Governor,,WI,WRITE-IN**,1,MN
Freeborn,Governor,,DFL,MARK DAYTON AND TINA SMITH,6205,MN
Freeborn,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,241,MN
Freeborn,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,452,MN
Freeborn,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,68,MN
Freeborn,Governor,,R,JEFF JOHNSON AND BILL KUISLE,5414,MN
Freeborn,Governor,,WI,WRITE-IN**,5,MN
Goodhue,Governor,,DFL,MARK DAYTON AND TINA SMITH,7516,MN
Goodhue,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,225,MN
Goodhue,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,536,MN
Goodhue,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,138,MN
Goodhue,Governor,,R,JEFF JOHNSON AND BILL KUISLE,8833,MN
Goodhue,Governor,,WI,WRITE-IN**,4,MN
Grant,Governor,,DFL,MARK DAYTON AND TINA SMITH,1436,MN
Grant,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,44,MN
Grant,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,104,MN
Grant,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,19,MN
Grant,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1245,MN
Grant,Governor,,WI,WRITE-IN**,0,MN
Hennepin,Governor,,DFL,MARK DAYTON AND TINA SMITH,265820,MN
Hennepin,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,7095,MN
Hennepin,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,10492,MN
Hennepin,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,4234,MN
Hennepin,Governor,,R,JEFF JOHNSON AND BILL KUISLE,160966,MN
Hennepin,Governor,,WI,WRITE-IN**,205,MN
Houston,Governor,,DFL,MARK DAYTON AND TINA SMITH,3672,MN
Houston,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,183,MN
Houston,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,264,MN
Houston,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,72,MN
Houston,Governor,,R,JEFF JOHNSON AND BILL KUISLE,3607,MN
Houston,Governor,,WI,WRITE-IN**,4,MN
Hubbard,Governor,,DFL,MARK DAYTON AND TINA SMITH,3660,MN
Hubbard,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,142,MN
Hubbard,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,227,MN
Hubbard,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,77,MN
Hubbard,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4584,MN
Hubbard,Governor,,WI,WRITE-IN**,1,MN
Isanti,Governor,,DFL,MARK DAYTON AND TINA SMITH,5498,MN
Isanti,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,254,MN
Isanti,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,444,MN
Isanti,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,157,MN
Isanti,Governor,,R,JEFF JOHNSON AND BILL KUISLE,7539,MN
Isanti,Governor,,WI,WRITE-IN**,2,MN
Itasca,Governor,,DFL,MARK DAYTON AND TINA SMITH,10395,MN
Itasca,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,368,MN
Itasca,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,522,MN
Itasca,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,145,MN
Itasca,Governor,,R,JEFF JOHNSON AND BILL KUISLE,7460,MN
Itasca,Governor,,WI,WRITE-IN**,6,MN
Jackson,Governor,,DFL,MARK DAYTON AND TINA SMITH,1575,MN
Jackson,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,58,MN
Jackson,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,156,MN
Jackson,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,29,MN
Jackson,Governor,,R,JEFF JOHNSON AND BILL KUISLE,2045,MN
Jackson,Governor,,WI,WRITE-IN**,1,MN
Kanabec,Governor,,DFL,MARK DAYTON AND TINA SMITH,2707,MN
Kanabec,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,131,MN
Kanabec,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,232,MN
Kanabec,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,71,MN
Kanabec,Governor,,R,JEFF JOHNSON AND BILL KUISLE,3060,MN
Kanabec,Governor,,WI,WRITE-IN**,1,MN
Kandiyohi,Governor,,DFL,MARK DAYTON AND TINA SMITH,7528,MN
Kandiyohi,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,206,MN
Kandiyohi,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,472,MN
Kandiyohi,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,109,MN
Kandiyohi,Governor,,R,JEFF JOHNSON AND BILL KUISLE,8322,MN
Kandiyohi,Governor,,WI,WRITE-IN**,3,MN
Kittson,Governor,,DFL,MARK DAYTON AND TINA SMITH,1060,MN
Kittson,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,36,MN
Kittson,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,63,MN
Kittson,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,11,MN
Kittson,Governor,,R,JEFF JOHNSON AND BILL KUISLE,770,MN
Kittson,Governor,,WI,WRITE-IN**,0,MN
Koochiching,Governor,,DFL,MARK DAYTON AND TINA SMITH,3056,MN
Koochiching,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,109,MN
Koochiching,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,187,MN
Koochiching,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,41,MN
Koochiching,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1903,MN
Koochiching,Governor,,WI,WRITE-IN**,2,MN
Lac Qui Parle,Governor,,DFL,MARK DAYTON AND TINA SMITH,1513,MN
Lac Qui Parle,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,35,MN
Lac Qui Parle,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,96,MN
Lac Qui Parle,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,15,MN
Lac Qui Parle,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1319,MN
Lac Qui Parle,Governor,,WI,WRITE-IN**,1,MN
Lake,Governor,,DFL,MARK DAYTON AND TINA SMITH,3030,MN
Lake,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,121,MN
Lake,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,131,MN
Lake,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,48,MN
Lake,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1792,MN
Lake,Governor,,WI,WRITE-IN**,0,MN
Lake Of The Woods,Governor,,DFL,MARK DAYTON AND TINA SMITH,755,MN
Lake Of The Woods,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,40,MN
Lake Of The Woods,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,81,MN
Lake Of The Woods,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,24,MN
Lake Of The Woods,Governor,,R,JEFF JOHNSON AND BILL KUISLE,984,MN
Lake Of The Woods,Governor,,WI,WRITE-IN**,1,MN
Le Sueur,Governor,,DFL,MARK DAYTON AND TINA SMITH,4283,MN
Le Sueur,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,119,MN
Le Sueur,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,394,MN
Le Sueur,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,76,MN
Le Sueur,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4826,MN
Le Sueur,Governor,,WI,WRITE-IN**,1,MN
Lincoln,Governor,,DFL,MARK DAYTON AND TINA SMITH,1047,MN
Lincoln,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,31,MN
Lincoln,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,134,MN
Lincoln,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,20,MN
Lincoln,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1087,MN
Lincoln,Governor,,WI,WRITE-IN**,1,MN
Lyon,Governor,,DFL,MARK DAYTON AND TINA SMITH,3460,MN
Lyon,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,117,MN
Lyon,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,299,MN
Lyon,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,63,MN
Lyon,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4407,MN
Lyon,Governor,,WI,WRITE-IN**,13,MN
Mahnomen,Governor,,DFL,MARK DAYTON AND TINA SMITH,941,MN
Mahnomen,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,52,MN
Mahnomen,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,65,MN
Mahnomen,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,8,MN
Mahnomen,Governor,,R,JEFF JOHNSON AND BILL KUISLE,624,MN
Mahnomen,Governor,,WI,WRITE-IN**,0,MN
Marshall,Governor,,DFL,MARK DAYTON AND TINA SMITH,1916,MN
Marshall,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,42,MN
Marshall,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,163,MN
Marshall,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,34,MN
Marshall,Governor,,R,JEFF JOHNSON AND BILL KUISLE,1884,MN
Marshall,Governor,,WI,WRITE-IN**,2,MN
Martin,Governor,,DFL,MARK DAYTON AND TINA SMITH,2850,MN
Martin,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,130,MN
Martin,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,314,MN
Martin,Governor,,LIB,CHRIS HOLBROOK AND CHRIS DOCK,69,MN
Martin,Governor,,R,JEFF JOHNSON AND BILL KUISLE,4449,MN
Martin,Governor,,WI,WRITE-IN**,1,MN
Mcleod,Governor,,DFL,MARK DAYTON AND TINA SMITH,4547,MN
Mcleod,Governor,,GLC,CHRIS WRIGHT AND DAVID DANIELS,194,MN
Mcleod,Governor,,IP,HANNAH NICOLLET AND TIM GIESEKE,511,MN
